Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 113.0.0.0,,,2023-05-11 13:51:02,2023-05-11 13:51:02,0.487s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 113.0.0.0,,,2023-05-11 13:51:02,2023-05-11 13:51:03,0.915s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Save Password""))",Chrome 113.0.0.0,,,2023-05-11 13:51:03,2023-05-11 13:51:04,0.569s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_LiveSust/div_Password has been changed successfully""), 0)",Chrome 113.0.0.0,,,2023-05-11 13:51:04,2023-05-11 13:51:05,1.113s,PASSED
closeBrowser(),Chrome 113.0.0.0,,,2023-05-11 13:51:05,2023-05-11 13:51:06,1.402s,PASSED
,,,,,,,
Test Cases/Sprint 1/Forgot password,Chrome 113.0.0.0,,,2023-05-11 13:53:03,2023-05-11 13:53:46,42.683s,FAILED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-11 13:53:03,2023-05-11 13:53:08,4.726s,PASSED
"navigateToUrl(""https://livesust-test-web.optisolbusiness.com/login"")",Chrome 113.0.0.0,,,2023-05-11 13:53:08,2023-05-11 13:53:15,6.804s,PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-11 13:53:15,2023-05-11 13:53:15,0.159s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/a_Forgot Password""))",Chrome 113.0.0.0,,,2023-05-11 13:53:15,2023-05-11 13:53:17,1.780s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Having trouble logging in_E-Mail Address""), ""benedicta@yopmail.com"")",Chrome 113.0.0.0,,,2023-05-11 13:53:17,2023-05-11 13:53:18,0.978s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Continue""))",Chrome 113.0.0.0,,,2023-05-11 13:53:18,2023-05-11 13:53:18,0.489s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_LiveSust/div_Email Sent successfully""), 0)",Chrome 113.0.0.0,,,2023-05-11 13:53:18,2023-05-11 13:53:20,1.483s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Having trouble logging in_otp_0_sel5c_9fb327""), ""6"")",Chrome 113.0.0.0,,,2023-05-11 13:53:20,2023-05-11 13:53:24,4.103s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Having trouble logging in_otp_1_sel5c_45af05""), ""0"")",Chrome 113.0.0.0,,,2023-05-11 13:53:24,2023-05-11 13:53:27,3.487s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Having trouble logging in_otp_2_sel5c_195f70""), ""7"")",Chrome 113.0.0.0,,,2023-05-11 13:53:27,2023-05-11 13:53:31,3.847s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Having trouble logging in_otp_3_sel5c_df0db2""), ""9"")",Chrome 113.0.0.0,,,2023-05-11 13:53:31,2023-05-11 13:53:35,3.633s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Continue""))",Chrome 113.0.0.0,,,2023-05-11 13:53:35,2023-05-11 13:53:36,0.978s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_LiveSust/div_OTP verified successfully""))",Chrome 113.0.0.0,,,2023-05-11 13:53:36,2023-05-11 13:53:37,1.094s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Enter New Password_Enter Password""), ""A6mEPJzh5E0zn4FxjKHQNA=="")",Chrome 113.0.0.0,,,2023-05-11 13:53:37,2023-05-11 13:53:39,2.010s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Maximum of 20 Characters_Re-Enter Password""), ""A6mEPJzh5E0zn4FxjKHQNA=="")",Chrome 113.0.0.0,,,2023-05-11 13:53:39,2023-05-11 13:53:46,7.090s,FAILED
