Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Username  E-Mail Address_Password""), ""+p0xE3Qc9agwqAa4cuTULg=="")",Chrome 114.0.0.0,,,2023-06-13 11:46:05,2023-06-13 11:46:05,0.652s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Log In""))",Chrome 114.0.0.0,,,2023-06-13 11:46:05,2023-06-13 11:46:06,0.712s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/span_Equipment""))",Chrome 114.0.0.0,,,2023-06-13 11:46:06,2023-06-13 11:46:08,2.503s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Crew Colors_color-picker-input w-50 f_89ff85""), ""size"")",Chrome 114.0.0.0,,,2023-06-13 11:46:08,2023-06-13 11:47:12,1m - 3.685s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_LiveSust/a_size""), 0)",Chrome 114.0.0.0,,,2023-06-13 11:47:12,2023-06-13 11:47:13,1.044s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-06-13 11:47:13,2023-06-13 11:47:15,1.485s,PASSED
,,,,,,,
Test Cases/Sprint 4/Uisng filter status in Equip,Chrome 114.0.0.0,,,2023-06-13 11:47:15,2023-06-13 11:48:35,1m - 20.498s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-13 11:47:16,2023-06-13 11:47:19,3.685s,PASSED
"navigateToUrl(""https://livesust-test-web.optisolbusiness.com/login"")",Chrome 114.0.0.0,,,2023-06-13 11:47:19,2023-06-13 11:47:23,3.885s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-13 11:47:23,2023-06-13 11:47:23,0.203s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Provider Log In_Username  E-Mail Address""), ""Sachin@yopmail.com"")",Chrome 114.0.0.0,,,2023-06-13 11:47:23,2023-06-13 11:47:25,1.339s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Username  E-Mail Address_Password""), ""+p0xE3Qc9agwqAa4cuTULg=="")",Chrome 114.0.0.0,,,2023-06-13 11:47:25,2023-06-13 11:47:25,0.696s,PASSED
"click(findTestObject(""Page_LiveSust/button_Log In""))",Chrome 114.0.0.0,,,2023-06-13 11:47:25,2023-06-13 11:47:26,0.689s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/span_Equipment""))",Chrome 114.0.0.0,,,2023-06-13 11:47:26,2023-06-13 11:47:29,2.582s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/div_Filter Status""))",Chrome 114.0.0.0,,,2023-06-13 11:47:29,2023-06-13 11:48:00,31.662s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/label_Need Replacement""))",Chrome 114.0.0.0,,,2023-06-13 11:48:00,2023-06-13 11:48:33,32.353s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_LiveSust/span_Need Replacement""))",Chrome 114.0.0.0,,,2023-06-13 11:48:33,2023-06-13 11:48:34,1.032s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-06-13 11:48:34,2023-06-13 11:48:35,1.483s,PASSED
,,,,,,,
Test Cases/Sprint 4/Using filter status in Equip group,Chrome 114.0.0.0,,,2023-06-13 11:50:56,2023-06-13 11:51:48,52.169s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-13 11:50:56,2023-06-13 11:51:06,9.780s,PASSED
"navigateToUrl(""https://livesust-test-web.optisolbusiness.com/login"")",Chrome 114.0.0.0,,,2023-06-13 11:51:06,2023-06-13 11:51:10,3.804s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-13 11:51:10,2023-06-13 11:51:10,0.240s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Provider Log In_Username  E-Mail Address""), ""Sachin@yopmail.com"")",Chrome 114.0.0.0,,,2023-06-13 11:51:10,2023-06-13 11:51:11,1.054s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Username  E-Mail Address_Password""), ""+p0xE3Qc9agwqAa4cuTULg=="")",Chrome 114.0.0.0,,,2023-06-13 11:51:11,2023-06-13 11:51:12,0.606s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Log In""))",Chrome 114.0.0.0,,,2023-06-13 11:51:12,2023-06-13 11:51:12,0.575s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/span_Equipment""))",Chrome 114.0.0.0,,,2023-06-13 11:51:12,2023-06-13 11:51:15,2.971s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/span_Equipment Groups""))",Chrome 114.0.0.0,,,2023-06-13 11:51:15,2023-06-13 11:51:17,1.197s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/div_Filter Status""))",Chrome 114.0.0.0,,,2023-06-13 11:51:17,2023-06-13 11:51:48,31.905s,FAILED
