Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Maximum of 20 Characters_Confirm Password""), ""A6mEPJzh5E0jyMlyB9kA3w=="")",Chrome 114.0.0.0,,,2023-06-13 12:11:33,2023-06-13 12:11:34,0.646s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:11:34,2023-06-13 12:12:05,31.702s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Save Password""))",Chrome 114.0.0.0,,,2023-06-13 12:12:05,2023-06-13 12:12:06,0.587s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_LiveSust/div_Old password and New password should no_ff3087""))",Chrome 114.0.0.0,,,2023-06-13 12:12:06,2023-06-13 12:12:08,1.941s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Change Password_Old Password""), ""A6mEPJzh5E0jyMlyB9kA3w=="")",Chrome 114.0.0.0,,,2023-06-13 12:12:08,2023-06-13 12:12:09,0.645s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:12:09,2023-06-13 12:12:40,31.616s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:12:40,2023-06-13 12:13:12,32.012s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Old Password_New Password""), ""A6mEPJzh5E0zn4FxjKHQNA=="")",Chrome 114.0.0.0,,,2023-06-13 12:13:12,2023-06-13 12:13:13,0.661s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:13:13,2023-06-13 12:13:45,31.835s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:13:45,2023-06-13 12:14:16,31.741s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Maximum of 20 Characters_Confirm Password""), ""A6mEPJzh5E0zn4FxjKHQNA=="")",Chrome 114.0.0.0,,,2023-06-13 12:14:16,2023-06-13 12:14:17,0.617s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:14:17,2023-06-13 12:14:49,31.609s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:14:49,2023-06-13 12:15:20,31.745s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Save Password""))",Chrome 114.0.0.0,,,2023-06-13 12:15:20,2023-06-13 12:15:21,0.537s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_LiveSust/div_Password has been changed successfully""), 0)",Chrome 114.0.0.0,,,2023-06-13 12:15:21,2023-06-13 12:15:23,1.626s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-06-13 12:15:23,2023-06-13 12:15:24,1.800s,PASSED
,,,,,,,
Test Cases/Sprint 1/Forgot password,Chrome 114.0.0.0,,,2023-06-13 12:34:00,2023-06-13 12:40:13,6m - 13.362s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-13 12:34:00,2023-06-13 12:34:06,6.891s,PASSED
"navigateToUrl(""https://livesust-test-web.optisolbusiness.com/login"")",Chrome 114.0.0.0,,,2023-06-13 12:34:06,2023-06-13 12:34:10,3.728s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-13 12:34:10,2023-06-13 12:34:10,0.168s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/a_Forgot Password""))",Chrome 114.0.0.0,,,2023-06-13 12:34:10,2023-06-13 12:34:43,32.875s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Having trouble logging in_E-Mail Address""), ""benedicta@yopmail.com"")",Chrome 114.0.0.0,,,2023-06-13 12:34:43,2023-06-13 12:34:44,1.069s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Continue""))",Chrome 114.0.0.0,,,2023-06-13 12:34:44,2023-06-13 12:34:45,0.744s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_LiveSust/div_Email Sent successfully""), 0)",Chrome 114.0.0.0,,,2023-06-13 12:34:45,2023-06-13 12:34:47,1.528s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Having trouble logging in_otp_0_sel5c_9fb327""), ""6"")",Chrome 114.0.0.0,,,2023-06-13 12:34:47,2023-06-13 12:35:51,1m - 4.106s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Having trouble logging in_otp_1_sel5c_45af05""), ""0"")",Chrome 114.0.0.0,,,2023-06-13 12:35:51,2023-06-13 12:36:55,1m - 3.995s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Having trouble logging in_otp_2_sel5c_195f70""), ""7"")",Chrome 114.0.0.0,,,2023-06-13 12:36:55,2023-06-13 12:37:59,1m - 4.079s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Having trouble logging in_otp_3_sel5c_df0db2""), ""9"")",Chrome 114.0.0.0,,,2023-06-13 12:37:59,2023-06-13 12:39:04,1m - 4.876s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Continue""))",Chrome 114.0.0.0,,,2023-06-13 12:39:04,2023-06-13 12:39:04,0.516s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_LiveSust/div_OTP verified successfully""))",Chrome 114.0.0.0,,,2023-06-13 12:39:04,2023-06-13 12:39:06,1.524s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Enter New Password_Enter Password""), ""A6mEPJzh5E0zn4FxjKHQNA=="")",Chrome 114.0.0.0,,,2023-06-13 12:39:06,2023-06-13 12:39:38,32.023s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Maximum of 20 Characters_Re-Enter Password""), ""A6mEPJzh5E0zn4FxjKHQNA=="")",Chrome 114.0.0.0,,,2023-06-13 12:39:38,2023-06-13 12:40:13,35.222s,FAILED
